Molecule ChEMBL ID,Molecule Name,Molecule Max Phase,Molecular Weight,#RO5 Violations,AlogP,Compound Key,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,pChEMBL Value,Data Validity Comment,Comment,Uo Units,Ligand Efficiency BEI,Ligand Efficiency LE,Ligand Efficiency LLE,Ligand Efficiency SEI,Potential Duplicate,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Assay Organism,Assay Tissue ChEMBL ID,Assay Tissue Name,Assay Cell Type,Assay Subcellular Fraction,Assay Parameters,Assay Variant Accession,Assay Variant Mutation,Target ChEMBL ID,Target Name,Target Organism,Target Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Document Year,Cell ChEMBL ID,Properties
CHEMBL4073601,,0,262.35,0,3.06,2,C=C(C(=O)OC)[C@@H]1CC[C@H](C)[C@@H]2CC(=O)C(C)=C2C1,IC50,'>',71100.0,nM,,,,UO_0000065,,,,,False,CHEMBL4376259,Antiviral activity against Influenza B virus infected in MDCK cells assessed as inhibition in virus-induced cytopathic effect incubated for 40 hrs,F,BAO_0000218,organism-based format,influenza B virus,None,None,None,None,,,,CHEMBL613129,Influenza B virus,Influenza B virus,ORGANISM,CHEMBL4373726,1,Scientific Literature,Bioorg Med Chem Lett,2019,None,
CHEMBL4089859,,0,437.36,1,5.32,3k,C=C(C(=O)OC)[C@@H]1CC[C@H](C)[C@H]2C(=C(C)C(=O)[C@@H]2[C@@H](O)c2cc(Cl)cc(Cl)c2)C1,IC50,'>',6.17,ug.mL-1,,,,UO_0000274,,,,,False,CHEMBL3999574,Antiviral activity against Influenza B virus infected in MDCK cells assessed as inhibition of virus-induced cytopathic effect after 40 hrs,F,BAO_0000219,cell-based format,influenza B virus,None,None,None,None,,,,CHEMBL613129,Influenza B virus,Influenza B virus,ORGANISM,CHEMBL3997818,1,Scientific Literature,Bioorg Med Chem Lett,2017,None,
CHEMBL154604,,0,307.4,0,3.48,7,Cc1nc(NCc2cccc(N3CCCC3)c2)c2cc[nH]c2n1,IC50,'=',6400.0,nM,5.19,,,UO_0000065,,,,,False,CHEMBL698771,In vitro antiinfluenza activity against influenza virus B strain,F,BAO_0000218,organism-based format,Influenza B virus,None,None,None,None,,,,CHEMBL613129,Influenza B virus,Influenza B virus,ORGANISM,CHEMBL1128988,1,Scientific Literature,Bioorg. Med. Chem. Lett.,1996,None,
CHEMBL4539433,,0,698.95,2,4.03,11b,CC1(C)CC[C@]2(C(=O)NCc3cn([C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)nn3)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,IC50,'=',26120.0,nM,4.58,,,UO_0000065,,,,,False,CHEMBL4362886,Antiviral activity against Influenza B virus B/Sichuan/531/2018(BV) infected in MDCK cells assessed as inhibition of virus-induced cytopathic effect after 40 hrs by Celltiter-Glo assay,F,BAO_0000218,organism-based format,influenza B virus,None,None,None,None,,,,CHEMBL613129,Influenza B virus,Influenza B virus,ORGANISM,CHEMBL4359890,1,Scientific Literature,Eur J Med Chem,2019,None,
CHEMBL347206,,0,321.43,0,3.87,9,Cc1nc(NCc2cccc(N3CCCCC3)c2)c2cc[nH]c2n1,IC50,'=',5100.0,nM,5.29,,,UO_0000065,,,,,False,CHEMBL698771,In vitro antiinfluenza activity against influenza virus B strain,F,BAO_0000218,organism-based format,Influenza B virus,None,None,None,None,,,,CHEMBL613129,Influenza B virus,Influenza B virus,ORGANISM,CHEMBL1128988,1,Scientific Literature,Bioorg. Med. Chem. Lett.,1996,None,
CHEMBL420491,,0,282.25,0,-0.37,110,CC(=O)Nc1ccc(C(=O)O)cc1NC(=O)C(O)CO,IC50,'>',10000000.0,nM,,Outside typical range,,UO_0000065,,,,,False,CHEMBL809002,The compound was tested in vitro for the inhibitory concentration against influenza B/Mem/89 sialidase from whole virus by fetuin assay,F,BAO_0000218,organism-based format,Influenza B virus,None,None,None,None,,,,CHEMBL613129,Influenza B virus,Influenza B virus,ORGANISM,CHEMBL1128587,1,Scientific Literature,J. Med. Chem.,1995,None,
CHEMBL109004,,0,237.21,0,1.27,102,CC(=O)Nc1ccc(C(=O)O)cc1OC(C)=O,IC50,'=',5000000.0,nM,,Outside typical range,,UO_0000065,,,,,False,CHEMBL809002,The compound was tested in vitro for the inhibitory concentration against influenza B/Mem/89 sialidase from whole virus by fetuin assay,F,BAO_0000218,organism-based format,Influenza B virus,None,None,None,None,,,,CHEMBL613129,Influenza B virus,Influenza B virus,ORGANISM,CHEMBL1128587,1,Scientific Literature,J. Med. Chem.,1995,None,
CHEMBL1643,RIBAVIRIN,4,244.21,0,-3.01,Ribavirin,NC(=O)c1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)n1,IC50,'=',19000.0,nM,4.72,,,UO_0000065,,,,,False,CHEMBL1034006,Antiviral activity against influenza B virus,F,BAO_0000218,organism-based format,Influenza B virus,None,None,None,None,,,,CHEMBL613129,Influenza B virus,Influenza B virus,ORGANISM,CHEMBL1136837,1,Scientific Literature,Bioorg. Med. Chem.,2009,None,
CHEMBL55440,,0,236.23,0,0.65,113,CC(=O)Nc1ccc(C(=O)O)cc1NC(=N)N,IC50,'=',10000.0,nM,5.0,,,UO_0000065,,,,,False,CHEMBL808329,The compound was tested in vitro for the inhibitory concentration against influenza B/Mem/89 sialidase from whole virus by MUN assay,F,BAO_0000218,organism-based format,Influenza B virus,None,None,None,None,,,,CHEMBL613129,Influenza B virus,Influenza B virus,ORGANISM,CHEMBL1128587,1,Scientific Literature,J. Med. Chem.,1995,None,
CHEMBL96712,NEU5AC2EN,0,291.26,1,-3.07,Neu5Ac2en,CC(=O)N[C@@H]1[C@@H](O)C=C(C(=O)O)O[C@H]1[C@H](O)[C@H](O)CO,IC50,'=',15000.0,nM,4.82,,,UO_0000065,,,,,False,CHEMBL808329,The compound was tested in vitro for the inhibitory concentration against influenza B/Mem/89 sialidase from whole virus by MUN assay,F,BAO_0000218,organism-based format,Influenza B virus,None,None,None,None,,,,CHEMBL613129,Influenza B virus,Influenza B virus,ORGANISM,CHEMBL1128587,1,Scientific Literature,J. Med. Chem.,1995,None,
CHEMBL109939,,0,251.24,0,0.24,111,CC(=O)Nc1ccc(C(=O)O)cc1NC(=O)CN,IC50,'=',5000000.0,nM,,Outside typical range,,UO_0000065,,,,,False,CHEMBL808329,The compound was tested in vitro for the inhibitory concentration against influenza B/Mem/89 sialidase from whole virus by MUN assay,F,BAO_0000218,organism-based format,Influenza B virus,None,None,None,None,,,,CHEMBL613129,Influenza B virus,Influenza B virus,ORGANISM,CHEMBL1128587,1,Scientific Literature,J. Med. Chem.,1995,None,
CHEMBL109781,,0,279.3,0,1.02,112,CC(=O)Nc1ccc(C(=O)O)cc1NC(=O)CCCN,IC50,'>',10000000.0,nM,,Outside typical range,,UO_0000065,,,,,False,CHEMBL809002,The compound was tested in vitro for the inhibitory concentration against influenza B/Mem/89 sialidase from whole virus by fetuin assay,F,BAO_0000218,organism-based format,Influenza B virus,None,None,None,None,,,,CHEMBL613129,Influenza B virus,Influenza B virus,ORGANISM,CHEMBL1128587,1,Scientific Literature,J. Med. Chem.,1995,None,
CHEMBL96603,,0,314.34,0,-0.13,17,CC[C@@H](CC(=O)O)O[C@@H]1C=C(C(=O)O)C[C@H](N)[C@H]1NC(C)=O,IC50,,,,,,Not Determined,,,,,,False,CHEMBL750939,In vitro inhibitory activity against influenza B neuraminidase using enzymatic assay; ND=Not determined,F,BAO_0000218,organism-based format,Influenza B virus,None,None,None,None,,,,CHEMBL613129,Influenza B virus,Influenza B virus,ORGANISM,CHEMBL1132511,1,Scientific Literature,Bioorg. Med. Chem. Lett.,1999,None,
CHEMBL3126790,,0,449.55,0,4.28,6a,C=C(C(=O)OCc1cn(Cc2ccc(OC)cc2)nn1)[C@@H]1CC[C@H](C)[C@@H]2CC(=O)C(C)=C2C1,IC50,'>=',22.22,ug.mL-1,,,,UO_0000274,,,,,False,CHEMBL3131385,Antiviral activity against Influenza B virus jifang/13/97 infected in MDCK cells assessed as inhibition of virus-induced cytopathicity after 40 hrs,F,BAO_0000218,organism-based format,Influenza B virus,None,None,MDCK,None,,,,CHEMBL613129,Influenza B virus,Influenza B virus,ORGANISM,CHEMBL3124823,1,Scientific Literature,Eur. J. Med. Chem.,2014,CHEMBL3308370,
CHEMBL3126765,,0,437.52,0,4.41,10a,C=C(C(=O)OCc1cn(Cc2ccccc2F)nn1)[C@@H]1CC[C@H](C)[C@@H]2CC(=O)C(C)=C2C1,IC50,'=',0.91,ug.mL-1,,,,UO_0000274,,,,,False,CHEMBL3131382,Antiviral activity against Influenza B virus jifang/13/97 infected in MDCK cells assessed as inhibition of plaque formation after 3 to 4 days by crystal violet staining-based assay,F,BAO_0000218,organism-based format,Influenza B virus,None,None,MDCK,None,,,,CHEMBL613129,Influenza B virus,Influenza B virus,ORGANISM,CHEMBL3124823,1,Scientific Literature,Eur. J. Med. Chem.,2014,CHEMBL3308370,
CHEMBL1956547,,0,310.82,0,3.67,2-chloroethyl rupestonate,C=C(C(=O)OCCCl)[C@@H]1CC[C@H](C)[C@@H]2CC(=O)C(C)=C2C1,IC50,'=',358400.0,nM,,Outside typical range,,UO_0000065,,,,,False,CHEMBL1960706,Antiinfluenza activity against influenza B virus,F,BAO_0000218,organism-based format,Influenza B virus,None,None,None,None,,,,CHEMBL613129,Influenza B virus,Influenza B virus,ORGANISM,CHEMBL1955749,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2012,None,
CHEMBL3604361,,0,280.26,0,-0.65,8a,Nc1ncc(F)c2c1ncn2[C@@H]1C=C(CO)[C@@H](O)[C@H]1O,IC50,'<',360.0,nM,,,,UO_0000065,,,,,False,CHEMBL3607086,Antiviral activity against Influenza B virus infected in MDCK cells after 3 days by neutral red dye-based plaque reduction assay,F,BAO_0000218,organism-based format,influenza B virus,None,None,MDCK,None,,,,CHEMBL613129,Influenza B virus,Influenza B virus,ORGANISM,CHEMBL3603790,1,Scientific Literature,Bioorg. Med. Chem.,2015,CHEMBL3308370,
CHEMBL4533320,,0,344.41,0,2.07,5e,C=C(C(=O)OC)[C@@H]1CC[C@H](C)[C@H]2C(=C(C)C(=O)[C@H]2NC(=O)CC#N)C1,IC50,'=',484400.0,nM,,Outside typical range,,UO_0000065,,,,,False,CHEMBL4376259,Antiviral activity against Influenza B virus infected in MDCK cells assessed as inhibition in virus-induced cytopathic effect incubated for 40 hrs,F,BAO_0000218,organism-based format,influenza B virus,None,None,None,None,,,,CHEMBL613129,Influenza B virus,Influenza B virus,ORGANISM,CHEMBL4373726,1,Scientific Literature,Bioorg Med Chem Lett,2019,None,
CHEMBL111756,,0,285.17,0,0.87,103,CC(=O)Nc1cc([N+](=O)[O-])c(C(=O)O)c([N+](=O)[O-])c1O,IC50,'=',1000000.0,nM,,Outside typical range,,UO_0000065,,,,,False,CHEMBL808329,The compound was tested in vitro for the inhibitory concentration against influenza B/Mem/89 sialidase from whole virus by MUN assay,F,BAO_0000218,organism-based format,Influenza B virus,None,None,None,None,,,,CHEMBL613129,Influenza B virus,Influenza B virus,ORGANISM,CHEMBL1128587,1,Scientific Literature,J. Med. Chem.,1995,None,
CHEMBL355930,,0,281.36,0,2.90,5,Cc1nc2nccc-2c(NCc2cccc(N(C)C)c2)[nH]1,IC50,'<',100000.0,nM,,,,UO_0000065,,,,,False,CHEMBL698771,In vitro antiinfluenza activity against influenza virus B strain,F,BAO_0000218,organism-based format,Influenza B virus,None,None,None,None,,,,CHEMBL613129,Influenza B virus,Influenza B virus,ORGANISM,CHEMBL1128988,1,Scientific Literature,Bioorg. Med. Chem. Lett.,1996,None,
CHEMBL109005,,0,210.19,0,0.63,106,CC(=O)Nc1c(N)cc(C(=O)O)cc1O,IC50,'>',10000000.0,nM,,Outside typical range,,UO_0000065,,,,,False,CHEMBL809002,The compound was tested in vitro for the inhibitory concentration against influenza B/Mem/89 sialidase from whole virus by fetuin assay,F,BAO_0000218,organism-based format,Influenza B virus,None,None,None,None,,,,CHEMBL613129,Influenza B virus,Influenza B virus,ORGANISM,CHEMBL1128587,1,Scientific Literature,J. Med. Chem.,1995,None,
CHEMBL3126765,,0,437.52,0,4.41,10a,C=C(C(=O)OCc1cn(Cc2ccccc2F)nn1)[C@@H]1CC[C@H](C)[C@@H]2CC(=O)C(C)=C2C1,IC50,'=',2.26,ug.mL-1,,,,UO_0000274,,,,,False,CHEMBL3131385,Antiviral activity against Influenza B virus jifang/13/97 infected in MDCK cells assessed as inhibition of virus-induced cytopathicity after 40 hrs,F,BAO_0000218,organism-based format,Influenza B virus,None,None,MDCK,None,,,,CHEMBL613129,Influenza B virus,Influenza B virus,ORGANISM,CHEMBL3124823,1,Scientific Literature,Eur. J. Med. Chem.,2014,CHEMBL3308370,
CHEMBL1956532,,0,374.53,0,2.67,4a,C=C(C(=O)OCCN1CCN(C)CC1)[C@@H]1CC[C@H](C)[C@@H]2CC(=O)C(C)=C2C1,IC50,'>',33000.0,nM,,,,UO_0000065,,,,,False,CHEMBL1960698,Antiinfluenza activity against influenza B virus infected in MDCK cells assessed as inhibition of virus-induced cytopathic effect after 36 hrs,F,BAO_0000218,organism-based format,Influenza B virus,None,None,MDCK,None,,,,CHEMBL613129,Influenza B virus,Influenza B virus,ORGANISM,CHEMBL1955749,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2012,CHEMBL3308370,
CHEMBL348066,,0,443.42,0,1.21,5h,CCCN(CCc1ccccc1)C(=O)[C@@H]1OC(C(=O)O)=C[C@H](N)[C@H]1NC(=O)C(F)(F)F,IC50,'=',0.056,ug.mL-1,,,,UO_0000274,,,,,False,CHEMBL696966,Concentration required for reduction of plaque against influenza B,F,BAO_0000218,organism-based format,influenza,None,None,None,None,,,,CHEMBL613129,Influenza B virus,Influenza B virus,ORGANISM,CHEMBL1134218,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2001,None,
CHEMBL155186,,0,298.34,0,1.43,12c,CCC(CC)O[C@@H]1C=C(C(=O)O)[C@@H]2CC[C@@]1(C(=O)O)[C@H]2O,IC50,'>',670000.0,nM,,Outside typical range,,UO_0000065,,,,,False,CHEMBL802987,Inhibitory activity against sialidase of influenza B,F,BAO_0000218,organism-based format,Influenza B virus,None,None,None,None,,,,CHEMBL613129,Influenza B virus,Influenza B virus,ORGANISM,CHEMBL1131952,1,Scientific Literature,Bioorg. Med. Chem. Lett.,1999,None,
CHEMBL4094226,,0,419.5,0,3.99,3o,C=C(C(=O)OC)[C@@H]1CC[C@H](C)[C@H]2C(=C(C)C(=O)[C@@H]2[C@@H](O)c2ccc([N+](=O)[O-])s2)C1,IC50,'=',2.06,ug.mL-1,,,,UO_0000274,,,,,False,CHEMBL3999574,Antiviral activity against Influenza B virus infected in MDCK cells assessed as inhibition of virus-induced cytopathic effect after 40 hrs,F,BAO_0000219,cell-based format,influenza B virus,None,None,None,None,,,,CHEMBL613129,Influenza B virus,Influenza B virus,ORGANISM,CHEMBL3997818,1,Scientific Literature,Bioorg Med Chem Lett,2017,None,
CHEMBL97199,,0,300.36,0,-0.22,20,CC[C@H](CCO)O[C@@H]1C=C(C(=O)O)C[C@H](N)[C@H]1NC(C)=O,IC50,'=',400.0,nM,6.4,,,UO_0000065,,,,,False,CHEMBL750937,In vitro inhibitory activity against influenza B neuraminidase using enzymatic assay,F,BAO_0000218,organism-based format,Influenza B virus,None,None,None,None,,,,CHEMBL613129,Influenza B virus,Influenza B virus,ORGANISM,CHEMBL1132511,1,Scientific Literature,Bioorg. Med. Chem. Lett.,1999,None,
CHEMBL3126785,,0,433.55,0,4.58,1a,C=C(C(=O)OCc1cn(Cc2ccccc2C)nn1)[C@@H]1CC[C@H](C)[C@@H]2CC(=O)C(C)=C2C1,IC50,'=',18.82,ug.mL-1,,,,UO_0000274,,,,,False,CHEMBL3131385,Antiviral activity against Influenza B virus jifang/13/97 infected in MDCK cells assessed as inhibition of virus-induced cytopathicity after 40 hrs,F,BAO_0000218,organism-based format,Influenza B virus,None,None,MDCK,None,,,,CHEMBL613129,Influenza B virus,Influenza B virus,ORGANISM,CHEMBL3124823,1,Scientific Literature,Eur. J. Med. Chem.,2014,CHEMBL3308370,
CHEMBL1229,OSELTAMIVIR,4,312.41,0,1.29,OS,CCOC(=O)C1=C[C@@H](OC(CC)CC)[C@H](NC(C)=O)[C@@H](N)C1,IC50,'=',33.17,ug.mL-1,,,,UO_0000274,,,,,False,CHEMBL4179270,Antiviral activity against Influenza B virus (B/Maryland/1/59) infected in MDCK cells assessed as reduction in virus-induced cytopathogenicity incubated for 48 hrs by SRB assay,F,BAO_0000218,organism-based format,influenza B virus,None,None,MDCK,None,,,,CHEMBL613129,Influenza B virus,Influenza B virus,ORGANISM,CHEMBL4177585,1,Scientific Literature,Bioorg Med Chem,2017,None,
CHEMBL3126789,,0,449.55,0,4.28,5a,C=C(C(=O)OCc1cn(Cc2cccc(OC)c2)nn1)[C@@H]1CC[C@H](C)[C@@H]2CC(=O)C(C)=C2C1,IC50,'>',22.22,ug.mL-1,,,,UO_0000274,,,,,False,CHEMBL3131385,Antiviral activity against Influenza B virus jifang/13/97 infected in MDCK cells assessed as inhibition of virus-induced cytopathicity after 40 hrs,F,BAO_0000218,organism-based format,Influenza B virus,None,None,MDCK,None,,,,CHEMBL613129,Influenza B virus,Influenza B virus,ORGANISM,CHEMBL3124823,1,Scientific Literature,Eur. J. Med. Chem.,2014,CHEMBL3308370,
CHEMBL3126772,,0,432.57,0,4.15,2b,C=C(C(=O)NCc1cn(Cc2cccc(C)c2)nn1)[C@@H]1CC[C@H](C)[C@@H]2CC(=O)C(C)=C2C1,IC50,'=',11.76,ug.mL-1,,,,UO_0000274,,,,,False,CHEMBL3131385,Antiviral activity against Influenza B virus jifang/13/97 infected in MDCK cells assessed as inhibition of virus-induced cytopathicity after 40 hrs,F,BAO_0000218,organism-based format,Influenza B virus,None,None,MDCK,None,,,,CHEMBL613129,Influenza B virus,Influenza B virus,ORGANISM,CHEMBL3124823,1,Scientific Literature,Eur. J. Med. Chem.,2014,CHEMBL3308370,
CHEMBL1956398,PECHUELOIC ACID,0,248.32,0,2.97,"RA, Rupestonic acid",C=C(C(=O)O)[C@@H]1CC[C@H](C)[C@@H]2CC(=O)C(C)=C2C1,IC50,'=',180.6,ug.mL-1,,Outside typical range,,UO_0000274,,,,,False,CHEMBL3131385,Antiviral activity against Influenza B virus jifang/13/97 infected in MDCK cells assessed as inhibition of virus-induced cytopathicity after 40 hrs,F,BAO_0000218,organism-based format,Influenza B virus,None,None,MDCK,None,,,,CHEMBL613129,Influenza B virus,Influenza B virus,ORGANISM,CHEMBL3124823,1,Scientific Literature,Eur. J. Med. Chem.,2014,CHEMBL3308370,
CHEMBL345674,,0,298.34,0,0.19,5 (ketone),CCC(CC)C(=O)[C@@H]1OC(C(=O)O)=C[C@H](N)[C@H]1NC(C)=O,IC50,'=',470.0,nM,6.33,,,UO_0000065,,,,,False,CHEMBL802986,Inhibitory activity against sialidase of influenza B,F,BAO_0000218,organism-based format,Influenza B virus,None,None,None,None,,,,CHEMBL613129,Influenza B virus,Influenza B virus,ORGANISM,CHEMBL1131951,1,Scientific Literature,Bioorg. Med. Chem. Lett.,1999,None,
CHEMBL1200340,OSELTAMIVIR PHOSPHATE,4,410.4,0,1.29,OSV-p,CCOC(=O)C1=C[C@@H](OC(CC)CC)[C@H](NC(C)=O)[C@@H](N)C1.O=P(O)(O)O,IC50,'>',100000.0,nM,,,,UO_0000065,,,,,False,CHEMBL4409788,Antiviral activity against oseltamivir resistant Yamagata lineage of Influenza B virus (B/Massachusetts/2/2012) BX-51B infected in MDCK cells assessed as inhibition of virus-induced cytopathic effect measured after 45 hrs by CellTiter-Glo luminescence assay,F,BAO_0000218,organism-based format,Influenza B virus,None,None,None,None,,,,CHEMBL613129,Influenza B virus,Influenza B virus,ORGANISM,CHEMBL4406875,1,Scientific Literature,Bioorg Med Chem,2019,None,
CHEMBL3126767,,0,437.52,0,4.41,12a,C=C(C(=O)OCc1cn(Cc2ccc(F)cc2)nn1)[C@@H]1CC[C@H](C)[C@@H]2CC(=O)C(C)=C2C1,IC50,'=',8.98,ug.mL-1,,,,UO_0000274,,,,,False,CHEMBL3131385,Antiviral activity against Influenza B virus jifang/13/97 infected in MDCK cells assessed as inhibition of virus-induced cytopathicity after 40 hrs,F,BAO_0000218,organism-based format,Influenza B virus,None,None,MDCK,None,,,,CHEMBL613129,Influenza B virus,Influenza B virus,ORGANISM,CHEMBL3124823,1,Scientific Literature,Eur. J. Med. Chem.,2014,CHEMBL3308370,
